Ticket_Subject,Ticket_Description,Product_Purchased,Ticket_Channel,Ticket_Type,Customer_Age,Ticket_Priority
Roteador Wi-Fi com defeito intermitente,Em apenas três semanas o Roteador Wi-Fi já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,Roteador Wi-Fi,Email,Dúvida,83,Baixa
Bebedouro com vazamento perigoso,O Bebedouro emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Bebedouro,Chat,Solicitação de reembolso,48,Alta
Defeito no Impressora HP,O Impressora HP não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Impressora HP,Email,Problema Técnico,19,Alta
Defeito no Computador Desktop - home office,O Computador Desktop não reconhece mais nenhum dos acessórios oficiais do fabricante conectados a ele.,Computador Desktop,Chat,Solicitação de reembolso,56,Alta
Nintendo Switch com comportamento estranho,O Nintendo Switch desliga sozinho várias vezes por dia sem motivo aparente. Verifiquei a instalação elétrica e o problema é do aparelho. Tentei redefinir para padrão de fábrica sem sucesso.,Nintendo Switch,Email,Solicitação de reembolso,57,Baixa
Help,urgente!!,Máquina de Lavar,Chat,Dúvida,39,Baixa
Manutenção Aspirador Dyson,Defeito visível.,Aspirador Dyson,Chat,Reclamação,56,Alta
Não funciona,liga logo,Controle Xbox,Telefone,Cancelamento,21,Baixa
Suporte,que absurdo,Amazon Kindle,Telefone,Dúvida,84,Média
Info sobre Controle Xbox,Em apenas três semanas o Controle Xbox já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,Controle Xbox,Email,Cancelamento,72,Baixa
Falha no Smart TV Samsung 55,"O Smart TV Samsung 55 reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Smart TV Samsung 55,Chat,Reclamação,81,Alta
Smartwatch Garmin com comportamento estranho,O Smartwatch Garmin não sincroniza mais com o aplicativo oficial. Já reinstalei o app várias vezes.,Smartwatch Garmin,Telefone,Cancelamento,85,Média
Defeito no Airfryer Philips,Recebi o Airfryer Philips com embalagem completamente avariada. O produto chegou com danos físicos visíveis externos.,Airfryer Philips,Email,Cancelamento,44,Baixa
Bebedouro com cheiro de queimado,O Bebedouro desliga sozinho várias vezes por dia sem motivo aparente. Verifiquei a instalação elétrica e o problema é do aparelho. Tentei redefinir para padrão de fábrica sem sucesso.,Bebedouro,Email,Cancelamento,77,Alta
Notebook Dell XPS quebrou - sem produtividade,O Notebook Dell XPS com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Notebook Dell XPS,Chat,Problema Técnico,18,Alta
Urgente,socorro,Fone Bluetooth JBL,Telefone,Dúvida,38,Baixa
Garantia do Amazon Kindle,"O Amazon Kindle reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Amazon Kindle,Chat,Problema Técnico,48,Alta
Info sobre Câmera Canon EOS,O Câmera Canon EOS não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Câmera Canon EOS,Email,Solicitação de reembolso,34,Baixa
Máquina de Lavar com faísca elétrica,O Máquina de Lavar não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Máquina de Lavar,Email,Reclamação,29,Alta
Impressora HP não funciona,O Impressora HP caiu e a tela quebrou parcialmente. Ainda funciona mas está inutilizável profissionalmente. É minha principal ferramenta de trabalho. Preciso saber sobre cobertura de garantia.,Impressora HP,Chat,Reclamação,76,Alta
Reparo: Aspirador Dyson,O Aspirador Dyson superaquece e desliga automaticamente após poucos minutos de uso. Já entrei em contato pelo chat mas sem solução. Solicito troca imediata por produto novo sem defeito.,Aspirador Dyson,Email,Solicitação de reembolso,75,Média
Freezer parou - urgente,O Freezer não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Freezer,Telefone,Reclamação,49,Urgente
Dúvida sobre Xbox Series X,O Xbox Series X com ciclo sempre incompleto. As roupas saem molhadas ao final de cada lavagem.,Xbox Series X,Telefone,Cancelamento,60,Média
Defeito no Computador Desktop - home office,Computador Desktop chiando alto.,Computador Desktop,Email,Solicitação de reembolso,65,Alta
Urgente: Máquina de Lavar com risco de incêndio,Máquina de Lavar não conecta.,Máquina de Lavar,Email,Reclamação,22,Alta
Fogão 5 Bocas com cheiro de queimado,O Fogão 5 Bocas desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Fogão 5 Bocas,Chat,Problema Técnico,42,Urgente
iPhone 13 quebrou - sem produtividade,O iPhone 13 reiniciando em loop contínuo e sem parar. Não consigo usar de jeito algum.,iPhone 13,Email,Solicitação de reembolso,53,Média
Fogão 5 Bocas com vazamento perigoso,O Fogão 5 Bocas apresenta vazamento de líquido pelo fundo. Risco de acidente doméstico sério. Preciso de ajuda.,Fogão 5 Bocas,Email,Problema Técnico,49,Alta
Defeito no Micro-ondas - home office,O Micro-ondas parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Micro-ondas,Chat,Problema Técnico,71,Urgente
Reparo: Tablet Samsung,Tela quebrada.,Tablet Samsung,Email,Problema Técnico,37,Alta
Dúvida técnica Fone Bluetooth JBL,"O Fone Bluetooth JBL não conecta ao Wi-Fi de jeito algum. Reinstalei o sistema, resetei o roteador e fiz o pareamento novamente sem êxito. Meu trabalho depende totalmente dessa conectividade.",Fone Bluetooth JBL,Email,Problema Técnico,64,Alta
Problema,to precisando ajuda,MacBook Air,Chat,Solicitação de reembolso,49,Baixa
Defeito no Smart TV Samsung 55,O Smart TV Samsung 55 não carrega mais de jeito nenhum. Trabalho em home office e preciso dele urgentemente.,Smart TV Samsung 55,Email,Solicitação de reembolso,60,Média
Defeito no Smart TV LG 50,O Smart TV LG 50 com som completamente distorcido e alto. Incomoda os vizinhos e é insuportável.,Smart TV LG 50,Telefone,Solicitação de reembolso,72,Alta
Defeito,problema serio,Xbox Series X,Chat,Dúvida,57,Baixa
Xbox Series X com comportamento estranho,Xbox Series X não conecta.,Xbox Series X,Chat,Reclamação,25,Média
Help,zuado,Máquina de Lavar,Telefone,Reclamação,49,Baixa
Micro-ondas não liga - prazo em risco,O Micro-ondas não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Micro-ondas,Email,Cancelamento,20,Média
Defeito no MacBook Pro - home office,O MacBook Pro apresenta erro crítico na tela desde a última atualização automática de firmware.,MacBook Pro,Telefone,Dúvida,74,Alta
Fogão com cheiro de queimado,O Fogão com defeito na dobradiça principal. Não fecha de forma correta ou segura.,Fogão,Chat,Cancelamento,22,Alta
Nintendo Switch com falha leve,Produto sem sinal.,Nintendo Switch,Telefone,Problema Técnico,61,Alta
Máquina de Lavar parou - urgente,O Máquina de Lavar desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Máquina de Lavar,Telefone,Dúvida,44,Alta
Máquina de Lavar com faísca elétrica,Equipamento danificado.,Máquina de Lavar,Chat,Dúvida,78,Alta
Monitor LG 27 não funciona,O Monitor LG 27 com porta de conexão USB danificada. Nenhum dispositivo conecta mais corretamente.,Monitor LG 27,Telefone,Problema Técnico,42,Alta
Problema no Samsung Galaxy S23 - reunião amanhã,O Samsung Galaxy S23 com falha total inesperada. Preciso de assistência técnica com urgência máxima possível.,Samsung Galaxy S23,Email,Problema Técnico,38,Alta
Micro-ondas travado - trabalho parado,O Micro-ondas não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Micro-ondas,Telefone,Solicitação de reembolso,46,Alta
Urgente: Purificador de Água com risco de incêndio,Purificador de Água riscado.,Purificador de Água,Telefone,Cancelamento,23,Alta
URGENTE - Lavadora a Pressão,Recebi o Lavadora a Pressão com embalagem completamente avariada. O produto chegou com danos físicos visíveis externos.,Lavadora a Pressão,Email,Dúvida,47,Média
Não funciona,to com raiva,Notebook Lenovo,Telefone,Problema Técnico,58,Baixa
Suporte: Xbox Series X,Xbox Series X riscado.,Xbox Series X,Email,Dúvida,74,Baixa
Micro-ondas não liga - prazo em risco,Meu Micro-ondas não reconhece mais nenhum dos acessórios oficiais conectados a ele. Já testei acessórios diferentes e o problema persiste em todos. É minha ferramenta principal de trabalho.,Micro-ondas,Telefone,Reclamação,37,Alta
Suporte: Câmera GoPro Hero,"O Câmera GoPro Hero reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Câmera GoPro Hero,Email,Problema Técnico,28,Média
Dúvida técnica Controle Xbox,O Controle Xbox com touchscreen sem resposta na parte inferior da tela durante o uso.,Controle Xbox,Chat,Solicitação de reembolso,51,Média
Reparo: Smart TV LG 50,O Smart TV LG 50 emite faíscas quando é plugado na tomada elétrica. Desliguei imediatamente por risco de incêndio. Tenho filhos pequenos em casa e preciso de atendimento emergencial hoje.,Smart TV LG 50,Chat,Dúvida,59,Baixa
Notebook Lenovo tela quebrada - urgente,O Notebook Lenovo está com tela totalmente preta mas com som funcionando normalmente. Testei monitor externo mas sem sinal de vídeo algum. É ferramenta de trabalho e estou sem renda.,Notebook Lenovo,Chat,Problema Técnico,71,Urgente
Fogão com faísca elétrica,Meu Fogão não reconhece mais nenhum dos acessórios oficiais conectados a ele. Já testei acessórios diferentes e o problema persiste em todos. É minha ferramenta principal de trabalho.,Fogão,Email,Solicitação de reembolso,74,Alta
Defeito no iPhone 13 - home office,O iPhone 13 parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,iPhone 13,Email,Solicitação de reembolso,40,Média
iPad Pro quebrou - sem produtividade,O iPad Pro com som completamente distorcido e alto. Incomoda os vizinhos e é insuportável.,iPad Pro,Chat,Cancelamento,50,Média
Como usar Smartwatch Garmin,O Smartwatch Garmin apresentou cheiro de queimado forte. Desliguei imediatamente por questão de segurança da família.,Smartwatch Garmin,Email,Solicitação de reembolso,19,Baixa
Problemas,ignorando meu caso,Notebook Lenovo,Chat,Cancelamento,77,Média
Soundbar Sony inoperante,Soundbar Sony defeituoso.,Soundbar Sony,Telefone,Dúvida,83,Média
Suporte: Nintendo Switch,O Nintendo Switch reiniciando em loop contínuo e sem parar. Não consigo usar de jeito algum.,Nintendo Switch,Email,Reclamação,57,Média
Suporte: Câmera GoPro Hero,Descarga muito rápida.,Câmera GoPro Hero,Telefone,Dúvida,35,Baixa
Emergência: Aquecedor a Gás não funciona,Recebi o Aquecedor a Gás com embalagem completamente avariada. O produto chegou com danos físicos visíveis externos.,Aquecedor a Gás,Email,Cancelamento,50,Média
Emergência: Fogão não funciona,Sistema travou.,Fogão,Telefone,Reclamação,81,Urgente
Soundbar Sony inoperante,Em apenas três semanas o Soundbar Sony já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,Soundbar Sony,Telefone,Cancelamento,68,Alta
Help,nao tá bom,Geladeira,Email,Problema Técnico,69,Média
Problemas,help,Controle Xbox,Email,Problema Técnico,36,Baixa
Atendimento,q problema,Fogão 5 Bocas,Email,Solicitação de reembolso,35,Baixa
Roteador Wi-Fi com defeito intermitente,O Roteador Wi-Fi parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Roteador Wi-Fi,Email,Solicitação de reembolso,28,Média
Purificador de Água causando risco,O Purificador de Água parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Purificador de Água,Chat,Problema Técnico,51,Urgente
Dúvida sobre Câmera GoPro Hero,O Câmera GoPro Hero com conexão Wi-Fi caindo a cada poucos minutos de uso contínuo.,Câmera GoPro Hero,Chat,Problema Técnico,78,Alta
Amazon Kindle com falha leve,O Amazon Kindle descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,Amazon Kindle,Email,Cancelamento,80,Baixa
iPhone 14 tela quebrada - urgente,O iPhone 14 não liga desde ontem à noite. Perdi todos os alimentos que estavam armazenados dentro.,iPhone 14,Telefone,Cancelamento,31,Alta
Garantia do PlayStation 5,O PlayStation 5 com bateria descarregando muito mais rápido do que o esperado e prometido.,PlayStation 5,Email,Problema Técnico,54,Média
Manutenção Soundbar Sony,O Soundbar Sony não aquece mais como antes. Parou depois de anos funcionando perfeitamente bem.,Soundbar Sony,Email,Dúvida,65,Baixa
Monitor LG 27 com defeito intermitente,O Monitor LG 27 apresenta vazamento de líquido pelo fundo. Risco de acidente doméstico sério. Preciso de ajuda.,Monitor LG 27,Chat,Reclamação,55,Alta
Urgente: Freezer com risco de incêndio,O Freezer com bateria não durando mais de vinte minutos por carga. Produto com seis meses de uso. Calibrei seguindo todas as instruções do manual oficial mas sem melhora nenhuma.,Freezer,Chat,Problema Técnico,29,Urgente
Dúvida sobre Controle Xbox,O Controle Xbox está com tela totalmente preta mas com som funcionando normalmente. Testei monitor externo mas sem sinal de vídeo algum. É ferramenta de trabalho e estou sem renda.,Controle Xbox,Email,Problema Técnico,78,Alta
Bebedouro com faísca elétrica,O Bebedouro parou de funcionar completamente há dois dias. Perdi todos os alimentos armazenados. Já tentei reiniciar mas o problema persiste. Preciso de atendimento urgente pois tenho crianças em...,Bebedouro,Chat,Solicitação de reembolso,21,Alta
Roteador Wi-Fi apresenta defeito,O Roteador Wi-Fi não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Roteador Wi-Fi,Telefone,Solicitação de reembolso,54,Alta
Problema,nao ta funcionando,iPhone 14,Email,Reclamação,40,Baixa
Problema no MacBook Pro - reunião amanhã,O MacBook Pro parou de gelar após oscilação de energia elétrica. Já aguardei quatro horas para religar conforme orientação mas continua sem gelar. Tenho insulina que exige refrigeração.,MacBook Pro,Email,Cancelamento,64,Média
Garantia do PlayStation 5,"O PlayStation 5 para durante o uso, a luz indicadora apaga e só volta a funcionar após trinta minutos desligado. Já aconteceu quatro vezes essa semana com apenas três meses de uso.",PlayStation 5,Chat,Cancelamento,60,Média
Assistência Soundbar Sony,Aparelho sem carga.,Soundbar Sony,Chat,Cancelamento,57,Média
Reparo: Caixa de Som JBL,"O Caixa de Som JBL apresenta cheiro de queimado e faíscas visíveis na parte traseira. Desliguei por segurança. É risco real de incêndio e preciso de técnico hoje, pois não consigo usar o aparelho.",Caixa de Som JBL,Telefone,Dúvida,51,Média
Defeito no MacBook Air - home office,MacBook Air muito lento.,MacBook Air,Telefone,Solicitação de reembolso,32,Alta
Defeito,liga logo,Tablet Samsung,Chat,Solicitação de reembolso,29,Baixa
